,Unnamed: 0,clean_post,source
1252,236,"  '   .  . TOP SORTIES TOURISTIQUES DZ vous propose un programme à  ' de  en plein forêt du mont de  .                                               .  Un moniteur spécialiste du BIVOUAC et un Accompagnateur qualifiés seront a votre service durant la période du bivouac .                                                . Date de Départ :  04 Mars 2022 . Date de Retour :  05 Mars 2022 .                                                 . Départ : 6h45 (départ en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro) .  Voyage Par Bus Confortable  .                                                   . Tarif : 3000 da par personne . Supplément : 1000da (Tente  + Sac de couchage fournie par TOP SORTIES) .  . *****Le tarif comprend : .  Transport en bus aller/retour . .  Assistance et guide durant les 2 jours .  Animation et Explication des bases du Camping & les buts de la Randonnée .  Barbecue (Dîner inclus) .  Service Lahakni en fin de la Sortie  (destiné aux gens qui n'ont pas les moyens de transport pour retourner chez eux) .                                               . L'équipement a prévoir pour chaque participant : .  Vêtements chauds et adéquates .  Chaussure de marche  .  Lampe Torche  .  Une Paire de Gant & Bonnet .  Power Bank . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : .  . https://docs.google.com/forms/d/e/1FAIpQLScL7jA7MgSJrQXD tC7P8ymw8m92L4s efzIaFHz9Og8B0TYw/viewform?usp=pp_url .                                                  . AU PROGRAMME  : . * 02 Randonnées à AIN N'SOUR . * Une balade en plein forêt la nuit avec un guide de la région . * Dîner collectif  .                                                  . Tout en respectant toutes les mesures préventives contre le Covid 19  .  ""Pause"" de 15 minutes destiné pour le nettoyage de l'endroit (on fournie pour chaque participant un sac poubelle & un gant) .                                                   . ""Le bivouac, ce n’est pas toujours l’idée qu’on en a lorsqu’on regarde la vue classique Instagram d’un lever de soleil au bord d’un lac de montagne de l’intérieur de la tente"" . _______ .  Lahakni_Après_La_Sortie . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  .  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ",TOP SORTIE
1253,237,"VEN., 4 MARS .     ' ",TOP SORTIE
1254,238,"́ ́  .  .      vous propose une Randonnée en plein forêt des cèdres de   . Prévu pour ce  VENDREDI_04_MARS_2022 . ______________ . Premier espace naturel ""  ' "" protégé en Algérie, le Parc de Theniet El Had, situé dans la wilaya de Tissemsilt  superbe endroit très  calme surtout . ______________ . Tout en respectant toutes les mesures préventives contre le Covid 19  .  ""Pause"" de 15 minutes destiné pour le nettoyage de l'endroit (on fournie pour chaque participant un sac poubelle & un gant) .                                               . Point de rendez vous : départ 06h45 en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro .  Stationnement  DISPONIBLE .   Arrivée sur Alger : 19:00 H .                                              .    : . Distance : 12 km (aller/retour) . Dificulté : facile  . Estimation de la température : 9° degré  . _____________________________ .  : 1700 Dzd par personne .    1500         .  . ****Le tarif comprend**** .  .  Transport en bus aller/retour . .  Assistance et  GUIDE durant la randonnée .  Service Lahakni en fin de la Sortie  .                                               .  ’́ ́ : .  .  Vêtements chauds confortables pour la marche .  Chaussure de marche .  De l'eau .  Un bâton de randonnée si disponible .                                                   .  '     . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : .  . https://docs.google.com/forms/d/e/1FAIpQLSegFSwf0EI5AkWFxnXSQQws2zUSaLaMKzQwRVC7kx667zfCag/viewform?usp=pp_url . _______________________ .  .       . C'est possible maintenant d'avoir votre  Propre équipement de randonnée et de camping sur notre boutique en ligne BUYme . _______________________ .  Lahakni_Après_La_Sortie  . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ .                                    .     ́,      ́      ́.",TOP SORTIE
1255,239,"́ ́  .  . TOP SORTIES TOURISTIQUES DZ vous propose une randonnée et un magnifique circuit pour profiter d'un vrai bol d'air en forêt d'Akfadou vers    9      prévue ce  VENDREDI_04_MARS_2022 . _____________________________ . A  ̀ d'altitudes,    9 se trouve pour en plein milieu de la forêt nous délivre un payasage sublime (40 km . à l'est de tizi ouzou ) . _____________________________ . Tout en respectant toutes les mesures préventives contre le Covid 19  .  ""Pause"" de 15 minutes destiné pour le nettoyage de l'endroit (on fournie pour chaque participant un sac poubelle & un gant) .                                               . Point de rendez vous : départ 06h45 en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro .  Stationnement  DISPONIBLE .   Arrivée sur Alger : 19:00 H .                                              .  ́  : .  . Distance : 14 km (aller/retour) . Dificulté : facile  . Estimation de la température : 14°  . _____________________________ .  : 1700 Dzd par personne .    1500         .  . ****Le tarif comprend**** .  .  Transport en bus aller/retour . .  Assistance et  GUIDE durant la randonnée .  Service Lahakni en fin de la Sortie  .                                               .  ’́ ́ : .  .  Vêtements chauds confortables pour la marche .  Chaussure de marche .  De l'eau .  Un bâton de randonnée si disponible .                                                   .  '     . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : .  . https://docs.google.com/forms/d/e/1FAIpQLSegFSwf0EI5AkWFxnXSQQws2zUSaLaMKzQwRVC7kx667zfCag/viewform?usp=pp_url . _______________________ .       . C'est possible maintenant d'avoir votre  Propre équipement de randonnée et de camping sur notre boutique en ligne BUYme . _______________________ .  Lahakni_Après_La_Sortie  . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ",TOP SORTIE
1256,240,On vous souhaite un excellent début de semaine les amis ,TOP SORTIE
1257,241,"VEN., 4 MARS .   :  ' é ' '",TOP SORTIE
1258,242,"VEN., 4 MARS .  , é   ê  è    ",TOP SORTIE
1259,243,"VEN., 4 MARS . é     9 è &      ",TOP SORTIE
1260,244,"VEN., 4 MARS .   '       ( )",TOP SORTIE
1261,245,Bon jeudi à vous les amis .  . C'est le week end  .  . ⌛,TOP SORTIE
1262,246,صباحكم بالنور يا حلوين  نهاركم زين .  . الصورة من حدائق تيبحرين بالمدية,TOP SORTIE
1263,247,"́ ́  .  . Ce week end, Top Sorties Touristiques Dz vous propose une Randonnée entre  &  ', Une randonnée de 18km dans le Djurdjura le  Samedi_26_Février_2022 , un territoire féerique, particulier et fragile à protéger de toutes formes de dégradations . _______________________ . ́  : .  .   : 18m km aller/retour .  ́ ́́ : 14°  .    ́ : Moyen  . ____________________________ . Tout en respectant toutes les mesures préventives contre le Covid 19  . ""Pause"" de 15 minutes destiné pour le nettoyage de l'endroit (on fournie pour chaque participant un sac poubelle & un gant . Voyage dans un  bus confortable . _____________________________ . ́ : 06h45 en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro. .  Stationnement  DISPONIBLE .   estimé à 20h00 (sur Alger) . _____________________________ .  : 1700 Dzd par personne .    1500         .  . ****Le tarif comprend**** .  .  Transport en bus aller/retour . .  Assistance et  GUIDE durant la randonnée .  Service Lahakni en fin de la Sortie  .                                               .  ’́ ́ : .  .  Vêtements chauds confortables pour la marche .  Chaussure de marche .  De l'eau .  Un bâton de randonnée (si disponible) .                                                   .  '     . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : .  . https://docs.google.com/forms/d/e/1FAIpQLSexTq_kpy3SAn5zHRlQI2bcHkMYsKJql2RWzmvFFXPiNhPw_A/viewform?usp=pp_url . _______________________ .       . C'est possible maintenant d'avoir votre  Propre équipement de randonnée et de camping sur notre boutique en ligne BUYme . _______________________ .  Lahakni_Après_La_Sortie  . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ",TOP SORTIE
1264,248," ́ ê   .  . TOP SORTIES TOURISTIQUES DZ vous propose une RANDONNÉE ÉXTRÊME spéciale vers le     qui se situe a une altitude de 2000m . Prévu pour  VENDREDI_25_FÉVRIER_2022 . ____________________________ . Les 02 plateaux sont séparés par une rivière, dos d'âne ou muraille c'est là ou on peut constater le pic de couleur sombre ""Dent du Lion"" . _______________________ . ́  : .  .   : 17 km aller/retour .  ́ ́́ : 10°  .    ́ : Difficile  . ____________________________ . Tout en respectant toutes les mesures préventives contre le Covid 19  . ""Pause"" de 15 minutes destiné pour le nettoyage de l'endroit (on fournie pour chaque participant un sac poubelle & un gant . Voyage dans un  bus confortable . _____________________________ . ́ : 06h45 en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro. .  Stationnement  DISPONIBLE .   estimé à 19h00 (sur Alger) . _____________________________ .  : 1700 Dzd par personne .    1500         .  . ****Le tarif comprend**** .  .  Transport en bus aller/retour . .  Assistance et  GUIDE durant la randonnée .  Service Lahakni en fin de la Sortie  .                                               .  ’́ ́ : .  .  Vêtements chauds confortables pour la marche .  Chaussure de marche .  De l'eau .  Un bâton de randonnée si disponible .                                                   .  '     . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : .  . https://docs.google.com/forms/d/e/1FAIpQLSezecME5o6P9smQ ryqiMdix1haPkNvGQHDtqCMRczxu_uW3w/viewform?usp=pp_url . _______________________ .       . C'est possible maintenant d'avoir votre  Propre équipement de randonnée et de camping sur notre boutique en ligne BUYme . _______________________ .  Lahakni_Après_La_Sortie  . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ",TOP SORTIE
1265,249,"  .  .     propose à ses chers participants, une visite du village  de Yakouren, ce VENDREDI 25 Février 2022. . _________________________ . Le magnifique village de  fait partie des villages de Yakouren . _________________________ . ́ ́́ : 15°  . Tout en respectant toutes les mesures préventives contre le Covid 19  . Voyage dans un  bus confortable . _____________________________ . ́ : 06h45 en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro. .  Stationnement  DISPONIBLE .   estimé à 19h00 (sur Alger) . _____________________________ .  : 1700 Dzd par personne .    1500         .  . ****Le tarif comprend**** .  .  Transport en bus aller/retour . .  Assistance et  GUIDE durant la randonnée .  Service Lahakni en fin de la Sortie  .                                               .  ’́ ́ : .  Vêtements confortables pour la marche .  Chaussure de marche confortable .  De l'eau .  Un bâton de randonnée si disponible .                                                   .  '     . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : .  . https://docs.google.com/forms/d/e/1FAIpQLSezecME5o6P9smQ ryqiMdix1haPkNvGQHDtqCMRczxu_uW3w/viewform?usp=pp_url . ______________________ .       . C'est possible maintenant d'avoir votre  Propre équipement de randonnée et de camping sur notre boutique en ligne BUY ME• . _______________________ .  Lahakni_Après_La_Sortie  . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ . _______________________ . Email : info topsortiesdz.com",TOP SORTIE
1266,250,"́ ́  .  . TOP SORTIES TOURISTIQUES DZ vous propose une randonnée et un magnifique circuit pour profiter d'un vrai bol d'air en forêt de YAKOUREN vers le   prévue ce  VENDREDI_25_FÉVRIER_2022 . _____________________________ . A  ̀ d'altitudes, le   aussi bien appelé Aguelmim Mezzi est un tableau de nature pure, un paysage unique et des plus somptueux, situé au massif forestier de Yakouren (42 km . à l'est de tizi ouzou ) . _____________________________ . Tout en respectant toutes les mesures préventives contre le Covid 19  .  ""Pause"" de 15 minutes destiné pour le nettoyage de l'endroit (on fournie pour chaque participant un sac poubelle & un gant) .                                               . Point de rendez vous : départ 06h45 en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro .  Stationnement  DISPONIBLE .   Arrivée sur Alger : 19:00 H .                                              .  ́  : .  . Distance : 10 km (aller/retour) . Dificulté : facile  . Estimation de la température : 14°  . _____________________________ .  : 1700 Dzd par personne .    1500         .  . ****Le tarif comprend**** .  .  Transport en bus aller/retour . .  Assistance et  GUIDE durant la randonnée .  Service Lahakni en fin de la Sortie  .                                               .  ’́ ́ : .  .  Vêtements chauds confortables pour la marche .  Chaussure de marche .  De l'eau .  Un bâton de randonnée si disponible .                                                   .  '     . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : .  . https://docs.google.com/forms/d/e/1FAIpQLSezecME5o6P9smQ ryqiMdix1haPkNvGQHDtqCMRczxu_uW3w/viewform?usp=pp_url . _______________________ .       . C'est possible maintenant d'avoir votre  Propre équipement de randonnée et de camping sur notre boutique en ligne BUYme . _______________________ .  Lahakni_Après_La_Sortie  . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ",TOP SORTIE
1267,251,"“Le bonheur supprime la vieillesse” .  . On vous souhaite un excellent début de semaine les amis   .  . Envoyez ""Programme"" sur la messagerie pour en savoir plus ",TOP SORTIE
1268,252,"VEN., 25 FÉVR. .         : é ê (Nombre de places limité)",TOP SORTIE
1269,253,"VEN., 25 FÉVR. .   & é     ",TOP SORTIE
1270,254,"VEN., 25 FÉVR. .   '           ,́",TOP SORTIE
1271,255,On dit souvent qu'un vrai Randonneur (Aventurier) ne laissera pas ces traces derrière lui ... .  . Top Sorties Touristiques Dz participe durant chaque sortie à la protection de l'environnement .  . Une fois arrivé à laPlus destination ! . 15 minutes avant de partir est spécialement pour le ramassage des déchets laissés sut l'endroit .  . Cette initiative est bien accueilli par nos participants ( les images le prouve ) .  . Merci de votre confiance ,TOP SORTIE
1272,257,"́ ́ .  . TOP SORTIES TOURISTIQUES DZ vous propose une Randonnée au sommet des montagnes de  vers les télésiège en haut du chalet de CAF en passant par le camp . Sa sera pour ce  Samedi_19_Février_2022 . ______________ . ́  .  .    .   : 10 km aller/retour .  ́ ́́ : 7°  .    ́ : Facile  . ____________________________ . Tout en respectant toutes les mesures préventives contre le Covid 19  . ""Pause"" de 15 minutes destiné pour le nettoyage de l'endroit (on fournie pour chaque participant un sac poubelle & un gant . Voyage dans un  bus confortable . _____________________________ . ́ : 06h45 en face tribunal de RUISSEAU au grand parking 100 mètres de la station tram et métro. .  Stationnement  DISPONIBLE .   estimé à 18h00 (sur Alger) . _____________________________ .  : 1700 Dzd par personne .    1500         .  . ****Le tarif comprend**** .  .  Transport en bus aller/retour . .  Assistance et  GUIDE durant la randonnée .  Service Lahakni en fin de la Sortie  .                                               .  ’́ ́ : .  .  Vêtements chauds confortables pour la marche .  Chaussure de marche .  De l'eau .  Un bâton de randonnée si disponible .                                                   .  '     . _________________________ .  Pour  RÉSERVER veuillez nous communiquer les noms des participants veuillez ainsi mentionner le  nom de la sortie + la date qui vous convient, vous serez répondu par un SMS de Confirmation toute de suite Après : .  0540.67.29.84 .  0770.54.12.04 .  0699.23.25.23 .  . Info_Line : .  0562.15.21.11 /  0555.82.12.03 .  .  Lien d'inscription en ligne direct : . https://docs.google.com/forms/d/e/1FAIpQLSfts759oo6gI6N9zAsHrlEXP32db7VAN isZwce5ipglQVXHw/viewform?usp=pp_url . _______________________ .  .       . C'est possible maintenant d'avoir votre  Propre équipement de randonnée et de camping sur notre boutique en ligne BUYme . _______________________ .  Lahakni_Après_La_Sortie  . Top Sorties Touristiques Dz lance un nouveau service ... . C'est simple  . Une fois sur Alger , en fin de la sortie ! Vous allez prendre un nouveau Taxi  . Top Sorties Dz met a votre disposition un  Mini_bus de 15 places qui vous diposera chez vous et c'est à la charge de TOP SORTIES DZ .                                    .     ́,      ́      ́.",TOP SORTIE
